id,iv1_write,iv1_text,iv2_threat,comprehension_question,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,crt_naive,nfc_1,nfc_2,nfc_3,nfc_4,nfc_5,nfc_6,nfc_7,nfc_8,nfc_9,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_17,nfc_18,fii_1,fii_2,fii_3,fii_4,fii_5,fii_6,fii_7,fii_8,fii_9,fii_10,fii_11,fii_12,reaction_time_crt_1,reaction_time_crt_2,reaction_time_crt_3,reaction_time_crt_4,reaction_time_crt_5,reaction_time_crt_6,reaction_time_crt_7,nfc_fii_naive,age,gender,god_belief,certain_of_god_belief,prayer_frequency,prayer_duration,religious_attendance,religious_affiliation,previous_knowledge,purpose_guess,purpose_guess_certainty,start_time,end_time,nfc_total,fii_total,crt_total
237,2,"Trying to wake my kids up. It is hard thing to do but it helps me in my everyday life and helps me get through my days because I love them so much,",1,2,0.1,100,24,3,15,10,1,2,5,4,4,2,2,4,4,4,4,4,2,4,4,2,5,2,3,3,5,4,4,4,5,3,2,5,5,2,5,2,6457,3404,7480,5475,5123,4793,5747,2,38,2,1,7,4,3,5,baptist,nothing,I think the purpose may have been opinions,3,2017-10-06-00-12,2017-10-06-00-23,55,46,0
238,1,"I visited a Catholic church in my hometown. I was there with a friend. It was her daughter's confirmation. After the ceremony was over, I knelt at an altar to pray. As I was praying, I felt a vibration emanating from within the center of my body. I ignored it at first but them became overwhelmed with an increasing vibration from within. It was like nothing I've ever felt before. By the time it was over, I wasn't able to stand and had to rest for a while before I could walk. I've never been a religious person, and never attended church, but I was convinced this was some kind of sign. I haven't experienced anything like it since then and sometimes think back on my experience. I know there is a higher power.",1,2,0.05,5 minutes,47 days,4 days,29,20,3,1,4,4,1,2,2,4,1,2,2,4,4,2,4,4,4,2,2,5,4,3,3,3,3,4,2,2,3,4,3,4,27095,14525,15897,115086,22337,88820,18212,1,50,2,1,5,4,5,2,None,Nothing.,How people perceive religion based on their personality?,3,2017-10-05-21-00,2017-10-05-21-16,70,38,7
239,1,When I was going through my divorce in 2009 I had no-one to really turn to for help.  I was having the worst time in my whole life.  Well during this time I decided to try my luck with church.  I went to many different churches to see which ones may suit my needs the best.  I finally found one which did.  It was a baptist church.  At this church everyone there was very nice and willing to lend a helping hand.  I loved the people there.  I took the preachers advice about my situation.  He advised that I take some time to myself and pray about everything that was going on.  So I did and I prayed every night until one night I went out and met up with new friends who I met through the church.  Among my prayers were to help me find a partner whom may be able to be there for me in my time of need.  Well turns out she was in that group of new friends.  She knew exactly how to comfort me.  She was like a gift from God.  It was then I regained much of my faith in my religious beliefs.  I decided to go with it and see if this young woman would want to go out with myself and she agreed.   Overall this brought up my confidence level and all of that.,1,2,0.1,100,24,9,31,0,2,2,3,3,4,4,4,1,4,3,4,3,1,4,2,3,4,5,5,3,4,4,4,4,4,5,4,4,4,5,4,4,7844,4929,9663,20017,8128,28485,28567,2,29,1,1,5,5,4,4,Baptist,"Nothing really, other than it involved a writing task.",To see how peoples religious beliefs play roles in their daily lives.,2,2017-10-06-00-37,2017-10-06-00-55,37,50,0
240,1,"My spiritual experience i mind blowing.  My brother was an awesome human being that left this earth by his own hands, way too early at the age of 30.  I was having a very difficult time with my grief.  On the evening of his death, I stood in the middle of my living room and yelled to the heavens that I need help!  At that moment, I felt the entrance of the holy spirit into my body.  I fell to my knees and was-out of breath and covered with goosebumps from my head to my toes.I had never experienced such peace and relaxation before.",1,2,0.1,100,24,3,30,10,2,1,3,4,2,2,2,4,2,4,4,4,4,2,2,4,4,2,4,4,4,4,4,4,4,4,4,4,2,5,4,4,6295,11077,13905,6249,12068,30616,31559,1,52,2,1,6,6,5,2,christian,I can;t remember,"I'm sorry, I really am not sure how to answer this question",2,2017-10-05-15-11,2017-10-05-15-24,59,47,0
241,2,"My average day is just working on the computer. Sometimes I go out and take my grandmother with me, since she is often cooped up in the house. Kind of like me, as we struggle with the same mental illness. I struggle with social anxiety as well, but it has gotten a lot better thanks to my boyfriend. I'm doing a better job with thinking positive, at least I would like to think so. Compared to how I was in the past years, I am definitely a lot better now than I was. Everyday, I just work and keep myself busy. On my free time, I just surf the web, read a book, or just go shopping. I as well play video games for a few hours to pass the time.",1,2,10,100,24,6,15,20,2,1,1,4,4,1,2,4,2,2,4,1,4,4,1,2,4,2,2,2,1,2,4,1,4,2,1,1,2,1,4,2,1955,9410,2667,3473,2216,3459,835,2,22,2,0,7,1,1,1,agnostic,Nothing .,I've no idea,3,2017-10-05-16-55,2017-10-05-17-02,52,25,1
242,1,"I once had a major, unsafe car problem hours from home. I attempted to drive home and found that a car stayed far enough behind me to see me, but not enough for me to worry about them passing. After following me for over an hour, the car passed. It was the exact same car my grandmother drove, and there didn't appear to be anyone in it. the car disappeared on the next exit, before I got to a place to meet my dad.",1,2,0.1,100,7,4,30,10,2,1,4,4,2,2,2,4,2,2,2,5,4,2,4,4,4,2,2,2,4,4,4,3,4,4,4,4,3,4,3,4,5730,3898,6383,7217,3580,13804,13558,1,32,1,1,6,5,3,4,christian,not much,Understanding beliefs and logic problems,3,2017-10-05-16-43,2017-10-05-16-53,69,45,1
243,2,"I go to work after putting on make up and clothes, I do grocery shopping on my lunch break or go home to visit my boyfriend who works 2nd shift. I go home and make dinner and lunch for the next day. Then I read or watch tv until my boyfriend comes home, we talk for an hour then I go to bed.",1,2,0.05,25,24,24,31,25,2,1,3,3,2,3,4,4,2,3,3,4,4,2,4,4,4,2,2,4,4,4,4,4,3,4,4,4,3,4,4,4,2206,2500,3464,1964,2271,2949,1872,1,25,2,0,5,1,1,1,na,na,na,1,2017-10-05-21-09,2017-10-05-21-17,61,46,1
244,2,"Usually, I spend my days taking care of my family.  I make sure that my oldest is ready for the bus in the morning and has everything she needs for the day.  I get my husband off to work and spend the day with my youngest child at home.",2,2,0.05,5,47,4,29,10,3,2,5,5,1,1,1,5,1,5,1,5,5,1,5,5,5,1,1,3,5,5,5,5,5,4,5,5,5,5,5,5,4422,2435,23132,3250,4506,3309,5177,2,32,2,0,7,1,1,1,atheist,none,Opinions,2,2017-10-05-15-04,2017-10-05-15-13,81,59,6
245,1,"In 1992, I made the decision to go back to the Catholic Church for the first time in ages. I'd been raised sporadically Catholic, meaning I attended Mass maybe 5 times a year while growing up. In 1992, I decided to go to a Mass. We were living in Arlington, VA at the time and the church (St. Charles Bormeo) was maybe a mile from where I lived. I drove and sat in one of the back pews. I was kinda paying attention to the  people sitting around me and wondering if they knew I wasn't *really* a Catholic, and I was also paying attention to the service. I knew some of the prayers and responses, but not many. Thinking back, I totally forget the priest or the gospel message or anything about the homily, but I remember I started crying at some point because of the beauty of it all, and I took that as a sign that God was real and the Catholic tradition was really. I used my emotional response to settle larger issues of faith and doubt, and from that point I started attending services quite regularly, eventually joining a different Catholic church and",1,2,0.05,5 minutes,47,4,29,10,3,1,4,4,2,2,2,5,2,2,2,5,4,1,3,4,5,2,1,5,3,3,3,3,4,2,4,4,3,4,1,3,16742,21769,11298,56814,60993,25831,22597,1,53,1,1,6,6,3,5,Catholic,Only the title-- I assumed I'd either read or write a story and then answer a personality test.,How does personality influence religious conversion experiences?,3,2017-10-05-15-38,2017-10-05-15-53,72,37,6
246,2,On an everyday basis I go to work. I also take car of my dogs. MAke sure they have food and water. I also try to get to the gym as well if I can.,1,2,0.1,50,24,24,15,10,2,2,5,2,3,2,2,3,3,5,2,4,2,5,3,4,2,4,4,4,4,2,5,2,5,4,4,3,4,4,5,2,10906,6269,8507,10103,7804,5135,2267,2,25,2,1,3,3,2,4,catholic,none,I really have no idea. Maybe its about peoples perspectives?,2,2017-10-05-21-20,2017-10-05-21-29,49,44,0
247,1,"I was raised in a somewhat primitive Southern Baptist religion. We believe in being born again and being baptized as symbolic of washing away our sins in the metaphorical blood of Christ. During our revival, in the near tortuous heat of a deep south summer, I saw something that was forever burned into memory. Many will discount the experience as a false memory or imagination but it is very true. The preacher at our church had been at the alter for hours, praying with people who had come forward to be saved. His daughter, Mary, was one of the people who accepted altar call and she had been reaching out for hours, with her father on his knees, on the floor, at her side. After about four hours - and, no, you didn't leave church until everything was accomplished, we didn't have a timetable, I heard the preacher, Mr. Sonny McCoy, cry out loudly, in a hoarse voice, while looking heavenward, ""Father, please, this is my child."" Within moments Mary rose from the floor, crying with joy. The striking thing? She",2,2,0.1,100,36,4,31,10,3,1,4,4,1,2,2,4,1,3,3,4,4,4,4,4,4,5,5,4,3,3,2,2,3,3,3,2,2,4,4,4,8625,4503,6236,20161,6739,13740,30124,1,65,2,1,6,5,5,1,Protestant - B,I knew nothing.,How memory affects current mood?,2,2017-10-05-22-12,2017-10-05-22-25,60,35,2
248,2,I usually take my time to go shopping in a nearby grocery retail shop. I like doing shopping because it takes my mind away from mental concentration,1,2,0.09,5,24,9,30,30,1,2,3,3,2,3,4,3,3,4,4,4,3,4,3,3,4,4,3,3,4,3,3,4,3,4,4,4,3,4,5,3,37014,6195,12755,21888,17308,71959,31088,2,26,1,1,7,6,6,5,Christian,Decision making,Decision making,6,2017-10-05-22-07,2017-10-05-22-23,49,44,1
249,1,"when I was a child I was extremely religious I just knew God existed without any doubt in my faith. When I was 7, I was riding in the very back seat of our station wagon. I would often sit back there and look up at the sky and just wonder aout its greatness. On this one occasion, as I looked up I saw the clear definition of an eye. It encompassed the entire sky. I could see the pupil. The lines of the iris. The edges of the sclera. I tried my hardest to get my siblings to see it but no one could see it except me. I have never been a dreamer or extremely imaginative so what I saw was real.  knew it was God. He was intending for me to see him and know that he existed. 31 years later, that image in the sky is solidly burnt into my brain cells. I can still see it as vividly as I did as a child. Whenever I doubt God, I remember our intimate encounter and my faith regains. He showed himself to me to affirm my faith.",2,2,0.05,5,47,4,29,20,3,2,2,2,4,4,4,2,4,4,4,2,2,4,2,2,2,4,4,2,2,2,3,2,2,2,2,2,2,4,4,4,3969,2926,3084,6642,3544,5885,11558,2,38,2,1,6,3,4,4,christian- epi,nothing,If religious belief effects mathematics ability.,3,2017-10-05-15-14,2017-10-05-15-25,34,31,7
250,2,"Everyday I prepare meals for my family - we are a family of 5. I get up early to get my older kids' and husband's breakfast ready before they leave for school and work. At the same time I pack lunches for my kids for school. Soon after, my youngest, who is 2, wakes up and is ready for his breakfast. Soon after it's time to make his and my lunch. Several hours later, I'm back in the kitchen making dinner for everyone. I spend quite a bit of time in the kitchen cooking, cleaning and washing the many dishes that is inevitable in a household of 5 people. I've been doing it for many years now, and I still don't go a day without complaining about it! It's a chore and it literally never ends but someone has to do it to keep the wheels of every day life turning.",1,2,0.1,5 minutes,47,4 days,29,10,3,1,4,4,1,2,1,5,2,4,3,5,4,2,3,5,4,4,1,5,5,4,5,4,3,4,5,5,4,4,4,5,14536,6767,3740,37907,16592,20728,27612,1,32,2,1,3,4,4,1,Catholic,I only knew this was studying our personalities.,I think this was studying how we would answer personality questions after 5 minutes of writing about something that happens in our ever day life.,2,2017-10-05-21-14,2017-10-05-21-28,68,52,5
251,1,I had cramping and pain early in my pregnancy with my youngest son and went o the ER. Once I got there they could not find a heart beat  they also did an ultra sound and told me it was no longer a viable pregnancy. they wanted to do a D and c but I refused because I wanted to keep the baby with me as long as God allowed it. I prayed for a miracle.They mad eme go every day to get blod tests because they were afraid I would be toic form the dead tissue. my pregnancy hormones went down every day. I had to do another ultra sound 2 weeks in and the lady said oh there's his heart beat!! e is 19 now.,2,2,10,5,47,6,30,60,3,1,4,4,2,2,3,5,2,4,4,4,5,2,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,8055,4921,5299,7253,7790,41147,17033,1,39,2,1,7,6,4,6,Jesus follower,nothign,to gauge what questions other studies use,3,2017-10-06-04-47,2017-10-06-05-00,60,58,3
252,1,"My best friend of several years had an unexplained seizure. He went into a coma and was pronounced brain dead. I was furious with God. He was only 16. I did not understand why. For a while I didn't understand. Eventually, I learned God does everything for a reason. This world has gotten so crazy; in a sense Im glad he isnt here anymore. Where he is I know he is safe. It made me to lean more on God; knowing he makes no mistakes.",2,2,0.1,100,24,6,15,90,2,1,4,5,2,1,2,4,1,2,2,4,5,2,3,4,1,5,1,4,4,3,4,4,4,4,4,4,4,4,4,5,7929,5134,32026,14911,9213,29544,25890,2,21,2,1,7,6,3,4,Christianity,nothing,Your religion and personality,2,2017-10-06-00-04,2017-10-06-00-16,66,48,0
