id,iv1_write,iv1_text,iv2_threat,threatened,bullshit_receptivity_scale_1,bullshit_receptivity_scale_2,bullshit_receptivity_scale_3,bullshit_receptivity_scale_4,bullshit_receptivity_scale_5,bullshit_receptivity_scale_6,bullshit_receptivity_scale_7,bullshit_receptivity_scale_8,bullshit_receptivity_scale_9,bullshit_receptivity_scale_10,bullshit_receptivity_scale_11,bullshit_receptivity_scale_12,bullshit_receptivity_scale_13,bullshit_receptivity_scale_14,bullshit_receptivity_scale_15,bullshit_receptivity_scale_16,bullshit_receptivity_scale_17,bullshit_receptivity_scale_18,bullshit_receptivity_scale_19,bullshit_receptivity_scale_20,bullshit_receptivity_scale_21,bullshit_receptivity_scale_22,bullshit_receptivity_scale_23,bullshit_receptivity_scale_24,bullshit_receptivity_scale_25,bullshit_receptivity_scale_26,bullshit_receptivity_scale_27,bullshit_receptivity_scale_28,bullshit_receptivity_scale_29,bullshit_receptivity_scale_30,brs_not_naive,age,gender,god_belief,certain_of_god_belief,prayer_frequency,prayer_duration,religious_attendance,religious_affiliation,previous_knowledge,purpose_guess,purpose_guess_certainty,start_time,end_time,brs_total
144,1,"Everyday, I put things away to where they belong in the apartment. I sometimes do this in the morning before work or in the afternoons when I'm off work or even at night time. I start in one part of the apartment and work my way through the apartment. On the main tasks I do is pick things up off the floor. I am very lazy when I get home and often toss jackets or bags on the ground when I get home. This way, I just pick it all up at one time. Plus I have no one except my husband living with me at the moment and he doesn't really judge this. I put clothes into the laundry hamper or into a cubby in the closet if I think it is clean enough to wear again before washing. I hang sweaters and jackets up the closet. I hang my purse on a hook I have on my bedroom door. Another thing that I may do at this time is put away wires that are sitting around the TV. Sometimes we use an HDMI cable to hook up our laptop to the TV to stream shows from HBO Now, Netfix, etc. Sometimes we have cables for the playstation out. So I will tidy the area. I will also put dishes that are out into the dishwasher to run the dishwasher at night. I really do anything",1,0,3,2,1,1,3,1,1,1,2,2,2,2,4,3,2,5,2,3,2,5,5,4,2,4,4,1,1,3,1,4,0,25,2,1,2,2,3,1,not affliated,I didn't know anything about this experiment,Does writing about a mundane experience affect perception of spirituality?,2,2017-07-03-06-03,2017-07-03-06-19,76
145,2,I was able to go to Zion National Park for the first time and it was a superb experience.  I saw majestic cliffs and sights that I didn't know such beauty could uphold.  I was convinced after that point that there's more to us than being more specks of dust.,1,0,3,1,3,2,3,3,2,4,3,3,3,3,2,4,2,2,3,3,3,2,2,4,3,4,3,4,3,4,2,2,0,38,1,1,5,1,1,1,None,Nothing,how we view spirituality vs religion,2,2017-07-02-16-33,2017-07-02-16-41,85
146,1,"I get up every morning around the same time usually around 7:30 am.I get a cup of coffee , than I go and feed the chicks the cats and the one little pig we have.After I do this I go to the barn and feed the calves I have I have one name little man sam , he is really small he runs around the barn while I feed the other animals.I give him a bottle of milk and grain, He is a twin I lost his sister due to no milk from the mother.I than go and check all my fences .After I get this done I have breakfast usually bacon and eggs and coffee.When I finish up with this I go to my sons house and check on him  ,some times I stay all day and we just talk or look things up on the computer.I than go home cook supper , after supper I go back and feed little man sam another bottle and brush him done .After this I feed the rest of the animals a gain",2,1,3,5,5,2,4,3,3,3,3,3,4,3,3,3,4,2,3,4,3,4,4,2,5,2,3,4,3,2,2,3,0,54,2,2,7,5,6,6,baptist,"I did ntot know any thing about this , i have learned a few new things",i thin it looked how people looked at them self and the belief of God,3,2017-07-02-16-29,2017-07-02-16-43,97
147,2,"There was a time when I found out I was pregnant with my first child and was excited about it from the beginning. My dreams that I had for my child were shattered when I found out she was going to be born with Spina Bifida. It's a congenital defect in which the child is paralyzed and has other issues. So I wasn't a religious person but my best friend at the time invited me to church with her because she thought it would make me feel better. I went just to humor her and when we got there, the pastor announced that Bishop T.D. Jakes was going to be a guest speaker there two weeks from then. I got excited because I liked T.D. Jakes even though I wasn't a Christian. I took it as a sign. I started praying to this god that I didn't believe in for a miracle, that if I was to attend that ceremony and receive a healing for my baby, I would become the best Christian ever, I would build churches in his name. So long story short, I didn't receive the healing but as I was watching television the day after the appointment that confirmed nothing had changed, I was watching a show called Babies: S",2,0,4,4,5,2,4,3,4,5,5,4,3,5,3,4,4,4,4,4,4,5,4,5,3,3,5,3,4,4,4,4,0,38,2,1,7,1,1,1,Atheist,I didn't know anything about the experiment prior to participating.,It might have been trying to gauge how people perceive the universe.,4,2017-07-02-21-13,2017-07-02-21-22,119
148,1,"I get up, I make my coffee and drink it. I like 3 Stevias, honey, and Ceylon cinnamon in it. Then I watch some news and drink my coffee. I get ready for work and then work for a few hours. Then I get home and get ready to go to the gym with my husband. I go to the gym and workout for a couple of hours come home and cook something to eat for both of us. We eat. I pack his dinner for work and get him ready for his job. Then while he is gone I look on the internet for awhile, watch TV before bed. I usually go to bed before he gets home.",1,1,4,1,1,3,1,1,2,4,1,1,3,3,1,1,1,1,1,4,1,2,3,3,5,1,3,3,3,1,4,1,1,50,2,2,7,6,11,4,Christian,Nothing,I have no idea. Perceptions not in reality?,1,2017-07-01-22-11,2017-07-01-22-27,64
149,1,"Today after lunch, I decided to go for a walk.  I asked my daughter if she would like to go with me and she agreed that she would.  We set out walking with no particular destination in mind.  Soon we realized that we were walking to my other daughter's house.  We decided as we were walking that we would see if my eldest granddaughter would like to go to the park and walk a trail with us.  This seemed like a great idea so we set off at a good pace.  As we were walking and talking, a car drove past and started to catcall at us.  Laughing, we both pretended that the guys were yelling at me and that my diet was working beyond expectations. ~~~~We arrived at my daughter's house to find that she was in the garage with all of her daughters.  We started to visit with all of them and really enjoyed being together when it occurred to me that my eldest daughter might need a new bathing suit for her upcoming trip.  We quickly decided that she and I would go shopping as soon as her husband returned.  In a matter of minutes he was home and it was decided that ~~",2,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,0,56,2,2,7,6,8,6,Apostolic Network,nothing,Not a clue,1,2017-07-03-04-09,2017-07-03-04-22,46
150,2,"I do not have a traditional religion, even though I was raised in one, but I have had spiritual experiences in nature. I have always been drawn to the sky. I like to go outside at night and look at the stars. I remember many times when I have gone out on a clear night at gazed at the stars and felt transported to another world. It always made me see things from a whole different perspective, which eventually got me out of my usual small-minded way of thinking. For example, I now see life in a big-picture kind of way. Looking up and realizing how small we are makes me realize that nothing really matters and that my problems are unimportant. I feel more connected to the whole instead of a small person trappe",2,0,1,3,1,1,1,1,2,1,1,1,4,1,3,1,1,1,2,1,1,1,3,4,4,2,2,1,1,4,4,1,0,26,2,1,4,5,3,2,none,nothing,How writing about a spiritual experience affects people's perceptions of the thirty statements. Maybe the thirty statements or the initial task could vary. and maybe there is a control where people don't write anything at the beginning.,2,2017-07-03-05-54,2017-07-03-06-10,55
151,1,"Recently, I awoke to rain, yet again, because this is what normal weather is like in Maine. My body hurt so I decided to go to the gym and get some muscles moving. During that visit to the gym I worked out on some machines and then got a massage as I waited for the trainer. I am habitually on time, he is not, so when we finally did sit down to chat about the fat in my back that I was unimpressed with, we got the idea that it was going to all be hard time cardio. YEAH ME! NOT! Anyway, the reason for the fat in my back is because I recently had to take keifer (google it) to cure an ibs issue. AGAIN YEAH ME! that lasted 9 years! So when I took it noone told me this would happen and I didnt adjust my calorie intake fast enough, and poof, fat climbing up my back. So now I have to do an hour on the treadmill oh crapping bore! And a half hour on this stupid machine thats not an elliptical but kinda like one I have no clue what it is called. CYFLEX who knows but its not at",2,0,3,2,5,2,4,4,1,4,3,4,2,5,4,5,2,3,2,4,2,4,1,5,5,5,1,4,4,3,4,5,0,42,2,2,7,6,5,4,pagan,That it was a study about personality.,"I believe that this study was specifically looking to judge intelligence levels, which is assumed by the writing portion. And also to test they type of person you were testing. I think together the two give a more coherent answer on cognitive abil",2,2017-07-02-04-15,2017-07-02-04-34,102
152,1,"I drove into town to check my balance on the atm at the grocery store, purchase some groceries, then I buzzed by the local Sonic for a bite to eat. Then I drove to the convenience store to put a little gas in my car and get a pack of cigarettes. Then I drove back home, put away the groceries, then I got on my computer to do some mTurk hits while listening to a podcast on Youtube. I occasionally paused at intervals to step outside to smoke a cigarette and collect my thoughts, then put my nose back to the grindstone. Eventually I called it a day and made some food, and then turned in.",1,0,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,34,1,2,5,5,2,4,Something between a Deist and,Something about writing and personality,Something involving people's writing styles having to do with their attitudes towards the metaphysical.,2,2017-07-02-21-14,2017-07-02-21-25,46
153,1,"Since I am retired, my average day doesn't really change all that much. I rescue cats and currently have a dozen cats (not that I want that many, at all). I don't get up too early, but now that it's summer, the majority of my cats prefer to be outside. Thus, I usually get up earlier now that I normally would so I can feed all the cats who chose to stay outside. I can't feed them after dark because I live in a very rural area, and putting cat food outside in the evenings encourages wildlife to visit. If I could afford to feed all the wildlife all the time, maybe that wouldn't be a problem. But I don't want to encourage the wildlife to come close or get dependent on food from me. After feeding the cats, the rest of my days deals with very simple tasks: cleaning, cooking, working in the yard (I have two acres to maintain which is quite a chore), counting the cats to make sure they are all okay another day, checking my email and the news. I don't watch much television and tend to get my news online. Then, I check my Facebook account - maybe play a couple of computer games. And, then, there's always checking on the turking sur",1,0,5,5,4,2,4,4,4,3,5,4,4,5,4,5,2,5,5,3,5,4,3,5,2,5,5,3,4,5,5,5,0,64,2,1,5,1,1,1,Atheist,I knew nothing about this experience.,"I'm not really sure. It seemed to me something that one would hear or think about while meditating with a leader who believes in profound theory. Other than that, I just have no idea the purpose.",2,2017-07-02-06-08,2017-07-02-06-23,124
154,1,"Since I have difficulty with my hands due to arthritis, the little gel packs are the best for me. I donâ€™t have to be in pain trying to lift a larger box or container. I just pluck one from the bucket or bag and plunk it in the cup and close the dispenser. Thatâ€™s all there is to it! Just donâ€™t use more than one pack per load, youâ€™ll wreak havoc on your dishes and glassware and have a sudsy problem.~~~~Gel packs are the best because theyâ€™re not heavy and do not cause me pain. Sometimes I struggle with big bottles of liquid and wind up dropping the damn container with pain from grasping. ~~~~ Having arthritis was a big reason I switched. Another reason, is that the packs are so neat and tidy looking. There isnâ€™t the chance of a mess from spilling liquid or powder all over. The soft and hard gel packs are just the right size and light. I used to think the size would be too small at first, so I would use two. What a big mistake that was.~~",2,1,3,5,5,1,2,5,5,1,3,2,2,5,5,1,1,2,1,1,1,1,1,4,3,2,5,1,5,5,1,5,1,54,2,1,7,1,1,1,roman catholic,"Nothing, only that I would spend five minutes wriitng an essay.",Philosophy and relgious beliefs and self value beliefs.,3,2017-07-01-22-13,2017-07-01-22-25,84
