id,condition,duration,dem_gender,dem_age,dem_employment,dem_income,dem_education,dem_religion,dem_religion_12_TEXT,dem_religious,dem_party,dem_party_4_TEXT,dem_ethnicity,dem_ethnicity_8_TEXT,dem_marriage,dem_orientation,dem_orientation_4_TEXT,letter_timing_first_click,letter_timing_last_click,letter_timing_page_submit,letter_timing_click_count,pti_ii_religion,pti_ii_politics,pti_ii_gender,pti_ii_orientation,pti_ii_age,pti_ii_race,pti_ii_family,pti_ii_profession,pti_ii_other_label,pti_ii_other,pti_ii_rank_order_1,pti_ii_rank_order_2,pti_ii_rank_order_3,pti_ii_rank_order_4,pti_ii_rank_order_5,pti_ii_rank_order_6,pti_ii_rank_order_7,pti_ii_rank_order_8,pti_ii_rank_order_9,pti_1,pti_2,pti_3,pti_4,pti_5,pti_6,attention_check_1,pti_7,pti_8,pti_9,pti_10,pti_11,pti_12,nfc_1,nfc_2,nfc_3,nfc_4,nfc_5,nfc_6,nfc_7,nfc_8,attention_check_2,nfc_9,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,cm_1,cm_2,cm_3,cm_4,cm_5,crt_1,crt_2,crt_3,attention_check_crt,pol_att_01,pol_att_02,pol_att_03,pol_att_04,pol_att_05,pol_att_06,pol_att_07,pol_att_08,pol_att_09,pol_att_10,pol_att_11,Fake1_2,Fake1_RT_first_click,Fake1_RT_last_click,Fake1_RT_page_submit,Fake1_RT_click_count,Fake2_2,Fake2_RT_first_click,Fake2_RT_last_click,Fake2_RT_page_submit,Fake2_RT_click_count,Fake3_2,Fake3_RT_first_click,Fake3_RT_last_click,Fake3_RT_page_submit,Fake3_RT_click_count,Fake4_2,Fake4_RT_first_click,Fake4_RT_last_click,Fake4_RT_page_submit,Fake4_RT_click_count,Fake5_2,Fake5_RT_first_click,Fake5_RT_last_click,Fake5_RT_page_submit,Fake5_RT_click_count,Fake6_2,Fake6_RT_first_click,Fake6_RT_last_click,Fake6_RT_page_submit,Fake6_RT_click_count,Fake7_2,Fake7_RT_first_click,Fake7_RT_last_click,Fake7_RT_page_submit,Fake7_RT_click_count,Fake8_2,Fake8_RT_first_click,Fake8_RT_last_click,Fake8_RT_page_submit,Fake8_RT_click_count,Fake9_2,Fake9_RT_first_click,Fake9_RT_last_click,Fake9_RT_page_submit,Fake9_RT_click_count,Fake10_2,Fake10_RT_first_click,Fake10_RT_last_click,Fake10_RT_page_submit,Fake10_RT_click_count,Fake11_2,Fake11_RT_first_click,Fake11_RT_last_click,Fake11_RT_page_submit,Fake11_RT_click_count,Fake12_2,Fake12_RT_first_click,Fake12_RT_last_click,Fake12_RT_page_submit,Fake12_RT_click_count,Real1_2,Real1_RT_first_click,Real1_RT_last_click,Real1_RT_page_submit,Real1_RT_click_count,Real2_2,Real2_RT_first_click,Real2_RT_last_click,Real2_RT_page_submit,Real2_RT_click_count,Real3_2,Real3_RT_first_click,Real3_RT_last_click,Real3_RT_page_submit,Real3_RT_click_count,Real4_2,Real4_RT_first_click,Real4_RT_last_click,Real4_RT_page_submit,Real4_RT_click_count,Real5_2,Real5_RT_first_click,Real5_RT_last_click,Real5_RT_page_submit,Real5_RT_click_count,Real6_2,Real6_RT_first_click,Real6_RT_last_click,Real6_RT_page_submit,Real6_RT_click_count,Real7_2,Real7_RT_first_click,Real7_RT_last_click,Real7_RT_page_submit,Real7_RT_click_count,Real8_2,Real8_RT_first_click,Real8_RT_last_click,Real8_RT_page_submit,Real8_RT_click_count,Real9_2,Real9_RT_first_click,Real9_RT_last_click,Real9_RT_page_submit,Real9_RT_click_count,Real10_2,Real10_RT_first_click,Real10_RT_last_click,Real10_RT_page_submit,Real10_RT_click_count,Real11_2,Real11_RT_first_click,Real11_RT_last_click,Real11_RT_page_submit,Real11_RT_click_count,Real12_2,Real12_RT_first_click,Real12_RT_last_click,Real12_RT_page_submit,Real12_RT_click_count,pdiFirst,perceived_threat_to_identity_total,conspiracy_mentality_total,conservative_political_beliefs_total,need_for_closure_total,importance_of_identity_total,cognitive_reflection_test_total,belief_in_fake_news_total,belief_in_real_news_total
165,Non-religious Threat,1141,Female,21,Employed for wages,"$30,000 to $39,999","1 or more years of college, no degree",Agnostic,NA,No,Independent,NA,White,NA,Never married,Heterosexual or straight,NA,152.204,152.204,154.779,1,1,4,4,4,4,2,6,4,N/A,7,7,4,5,6,2,8,1,3,9,4,2,4,2,6,6,1,6,2,1,4,6,5,4,4,4,4,2,5,6,3,1,2,1,2,6,5,2,4,9,11,8,10,10,0.05,100,47,999,1,4,1,1,1,1,2,2,20,10,25,1,2.507,2.507,4.346,1,2,9.666,9.666,14.721,1,1,5.144,5.144,6.173,1,3,8.557,8.902,10.197,2,1,4.273,4.273,6.548,1,3,3.305,3.305,4.362,1,2,12.965,12.965,13.843,1,3,22.536,27.217,41.707,2,4,5.562,5.562,6.571,1,4,4.307,4.307,7.708,1,2,8.722,10.098,10.868,2,1,4.833,4.833,6.099,1,1,5.971,5.971,7.91,1,2,16.281,32.651,34.196,2,2,3.646,3.646,4.527,1,2,5.095,5.095,5.946,1,2,4.694,4.694,5.941,1,2,5.4,5.4,6.418,1,3,12.01,12.01,12.878,1,3,8.351,8.351,9.429,1,4,3.391,3.391,4.675,1,1,9.994,9.994,11.013,1,3,6.587,9.21,9.882,2,3,9.065,9.065,10.312,1,0,4.1,9.6,-0.934159237,3.733333333,3.625,2,27,28
166,Non-religious Threat,1231,Female,20,Employed for wages,"Less than $10,000","1 or more years of college, no degree",Christian,NA,Yes,Republican,NA,White,NA,Never married,Heterosexual or straight,NA,209.117,209.117,210.446,1,5,4,4,5,5,2,6,6,N/A,7,3,7,6,5,4,8,1,2,9,2,2,2,2,5,3,7,5,1,1,2,1,5,5,4,6,6,1,5,6,5,6,2,6,4,6,6,2,5,11,10,10,8,10,0.1,20 minutes,24,999,5,3,1,3,5,3,4,5,70,50,85,2,5.368,12.714,13.831,2,3,16.422,16.422,18.103,1,4,2.61,2.61,5.26,1,4,16.635,16.635,18.098,1,2,11.042,11.042,12.594,1,2,11.644,11.644,12.501,1,3,20.165,20.936,21.717,2,4,0.607,12.395,12.818,4,3,22.198,23.31,24.189,2,2,9.555,9.555,10.939,1,3,11.228,11.228,12.008,1,2,11.119,11.119,16.266,1,4,8.41,8.41,10.427,1,3,16.299,16.903,17.801,2,3,7.243,7.243,8.647,1,3,13.642,14.305,15.005,2,4,9.4,9.4,10.853,1,4,10.034,10.034,10.893,1,3,11.736,11.736,12.595,1,3,6.291,6.291,9.367,1,2,6.927,6.927,8.113,1,2,15.617,15.617,16.726,1,4,5.911,5.911,7.883,1,3,21.145,21.145,21.966,1,1,2.5,9.8,0.772057495,4.866666667,4.625,0,34,38
167,Raelian Threat,1174,Female,18,A student,"$80,000 to $89,999","Some college credit, but less than 1 year",Catholic,NA,No,Democrat,NA,White,NA,Never married,Heterosexual or straight,NA,162.8,162.8,164.201,1,3,4,4,4,5,4,6,5,NA,7,5,4,7,8,2,6,1,3,9,2,6,3,3,5,5,7,5,3,5,5,3,5,5,4,2,3,3,3,4,5,6,4,6,5,3,3,4,4,10,7,5,7,9,$1.05,100 minutes,24 days,999,2,4,2,1,4,4,1,4,40,25,35,1,9.281,9.281,10.982,1,2,6.517,6.517,7.308,1,2,5.529,5.529,6.47,1,3,11.856,11.856,12.756,1,2,7.834,7.834,8.691,1,3,6.952,6.952,9.773,1,3,11.707,11.707,12.748,1,3,20.909,20.909,21.551,1,1,5.869,5.869,6.707,1,2,5.493,5.493,6.332,1,2,5.489,5.489,6.309,1,1,7.09,8.684,10.427,2,3,8.445,10.811,11.629,4,2,8.109,8.109,9.087,1,2,6.737,6.737,7.657,1,2,12.389,12.389,13.081,1,2,7.817,7.817,8.953,1,3,11.009,11.009,12.967,1,2,10.835,10.835,11.647,1,2,20.277,20.277,21.245,1,3,12.49,12.49,13.556,1,3,7.644,7.644,8.335,1,2,6.663,13.126,14.749,2,3,9.895,9.895,10.825,1,0,4,7.6,-0.069458156,3.933333333,4.375,0,25,29
168,Religious Threat,1416,Male,20,A student,"$70,000 to $79,999","1 or more years of college, no degree",Catholic,NA,Yes,Republican,NA,White,NA,Never married,Heterosexual or straight,NA,22.796,236.219,238.13,6,5,2,4,4,4,4,5,4,N/A,1,2,7,6,5,4,8,1,3,9,2,2,4,2,3,1,7,2,2,2,2,3,2,5,3,4,5,2,5,5,4,6,2,4,5,5,5,4,5,9,8,5,5,7,0.05,100 minutes,24 days,999,2,4,2,4,4,4,3,4,50,50,50,2,3.415,3.415,4.208,1,2,3.523,3.523,4.462,1,2,4.574,4.574,5.254,1,2,14.741,14.741,16.018,1,2,9.138,9.138,10.975,1,2,11.831,11.831,23.764,1,2,4.255,4.255,4.988,1,2,5.639,5.639,7.339,1,2,3.893,4.408,5.304,2,2,7.038,7.474,8.184,2,2,6.007,6.007,7.055,1,2,7.674,7.674,8.524,1,3,8.549,8.549,9.518,1,2,9.732,9.732,10.948,1,3,3.715,3.715,4.695,1,3,13.409,13.409,14.48,1,3,8.912,8.912,9.842,1,3,11.122,11.122,12.171,1,3,8.365,8.929,9.652,2,3,13.126,13.126,13.937,1,3,7.655,7.655,9.771,1,2,8.292,8.292,9.466,1,3,6.366,6.366,7.125,1,2,7.224,10.184,11.06,3,1,2.2,6.8,0.529346281,4.466666667,4,1,24,33
169,Non-religious Threat,1371,Female,22,A student,"$150,000 or more","1 or more years of college, no degree",Agnostic,NA,No,Independent,NA,White,NA,Never married,Heterosexual or straight,NA,64.2,238.6,239.879,5,2,4,2,4,2,1,5,5,N/A,7,6,3,5,4,7,8,1,2,9,5,1,1,2,6,1,7,5,5,2,1,5,5,5,3,4,5,2,5,5,6,6,6,3,6,4,4,2,4,10,10,11,7,10,$0.10,100 minutes,24,999,5,4,1,2,3,5,2,4,35,10,70,1,3.966,3.966,4.856,1,3,11.591,12.067,12.925,2,2,11.094,11.094,12.044,1,1,5.662,12.512,13.302,3,1,5.814,7.346,8.629,3,4,17.303,17.303,17.865,1,2,13.819,13.819,14.47,1,2,14.098,14.098,14.989,1,1,4.326,4.326,5.916,1,3,4.445,4.959,5.71,2,1,4.985,4.985,5.913,1,3,5.422,5.422,6.44,1,3,16.214,16.214,17.213,1,3,5.972,6.753,7.377,2,2,4.11,6.069,7.126,2,3,4.655,4.655,5.414,1,3,38.32,38.32,42.276,1,3,26.86,26.86,27.651,1,2,4.288,4.288,5.097,1,3,7.038,8.502,8.878,3,3,4.73,6.908,7.679,2,3,32.684,32.684,33.722,1,3,7.002,7.358,10.8,2,3,6.611,6.611,7.51,1,0,3.1,9.6,0.268499718,4.4,3.125,0,24,34
170,Raelian Threat,1969,Male,19,A student,"$30,000 to $39,999","Some college credit, but less than 1 year",Agnostic,NA,No,Independent,NA,White,NA,Never married,Homosexual,NA,297.198,297.198,300.208,1,1,3,1,4,2,2,4,5,N/A,7,8,7,6,2,4,5,3,1,9,5,2,5,6,4,4,7,5,5,2,2,5,5,3,1,2,6,3,2,6,5,6,5,2,3,2,2,3,2,9,9,7,5,10,5 cents,5 minutes,47,999,4,3,1,1,2,2,3,3,42,41,50,2,7.583,7.583,9.273,1,3,36.162,37.121,44.732,2,1,4.311,4.311,7.861,1,2,25.205,25.205,26.637,1,1,13.86,16.464,19.161,2,2,5.718,5.718,7.675,1,3,27.737,27.737,29.39,1,2,8.238,8.238,9.592,1,3,43.702,44.493,46.919,2,2,5.672,5.672,7.588,1,3,22.049,22.049,23.997,1,2,6.403,8.336,9.414,2,2,16.127,16.127,18.706,1,NA,26.324,28.641,29.231,2,2,20.305,20.305,23.767,1,1,7.69,7.69,9.064,1,2,8.245,8.245,10.697,1,2,18.414,18.414,30.933,1,2,13.355,13.355,14.799,1,2,10.625,10.625,12.624,1,4,18.758,18.758,24.151,1,1,22.095,22.095,24.853,1,3,10.61,10.61,12.339,1,3,10.632,10.632,15.877,1,1,4.4,8,-0.245546916,3.933333333,2.75,3,26,NA
171,Religious Threat,1491,Female,21,A student,"$150,000 or more","1 or more years of college, no degree",Catholic,NA,Yes,Republican,NA,White,NA,Never married,Heterosexual or straight,NA,247.937,247.937,248.997,1,6,2,5,4,4,5,6,6,N/A,7,1,8,4,7,6,5,2,3,9,1,1,2,1,1,2,7,3,2,3,1,1,4,6,5,5,6,2,6,6,6,6,6,2,4,6,4,5,6,8,8,7,7,8,0.1,100 minutes,24 days,999,4,3,2,5,5,3,4,5,94,73,95,1,5.827,5.827,7.471,1,2,4.791,8.671,10.124,5,2,13.627,13.627,14.32,1,2,16.384,16.384,17.265,1,1,7.577,7.577,8.325,1,4,17.526,17.526,18.069,1,3,9.539,9.539,10.171,1,3,10.001,11.773,12.504,2,2,14.779,16.036,16.836,2,2,7.283,7.283,8.043,1,1,6.72,8.887,9.766,4,2,14.01,14.01,14.957,1,3,9.421,9.421,10.121,1,2,11.533,11.533,12.322,1,4,7.092,7.782,8.161,2,3,13.918,13.918,14.648,1,4,4.568,4.568,5.051,1,2,9.454,9.454,10.401,1,3,5.567,5.567,6.21,1,2,13.411,13.411,14.459,1,3,7.954,7.954,8.725,1,4,11.061,16.635,17.138,2,2,6.527,8.289,9.405,2,2,6.865,6.865,7.694,1,1,1.8,7.6,1.17993825,5.133333333,4.75,0,25,34
172,Non-religious Threat,2616,Female,19,A student,"$150,000 or more",High school graduate - high school diploma or the equivalent (for example: GED),Protestant,NA,Yes,Republican,NA,White,NA,Never married,Heterosexual or straight,NA,269.593,269.593,271.201,1,5,5,5,4,2,3,5,6,N/A,7,1,3,5,6,8,7,2,4,9,6,6,2,5,7,6,7,5,6,6,6,5,5,6,6,6,5,3,5,3,6,6,5,6,5,5,6,5,6,8,11,10,8,10,$0.10,100,24,999,2,4,3,2,5,3,5,5,90,95,95,1,3.767,3.767,5.108,1,2,11.394,11.394,14.609,1,2,3.969,3.969,5.384,1,3,25.805,34.797,36.684,2,1,8.846,8.846,11.596,1,4,11.212,11.212,12.367,1,3,12.946,12.946,15.864,1,1,7.735,7.735,9.458,1,1,8.131,8.131,33.993,1,2,22.224,22.224,23.894,1,1,6.433,6.433,28.386,1,1,6.688,6.688,7.865,1,3,5.462,7,10.362,2,2,15.505,15.505,16.674,1,3,6.313,6.313,7.359,1,3,16.583,16.583,17.731,1,3,5.777,7.915,10.806,2,2,11.691,23.518,29.03,4,2,9.96,9.96,11.233,1,3,37.401,37.401,38.58,1,2,8.435,8.435,9.778,1,2,7.184,7.184,8.27,1,2,15.156,29.556,30.912,4,1,7.352,19.231,23.308,2,0,5.2,9.4,1.161796127,5.333333333,4.375,0,22,28
173,Religious Threat,1279,Female,18,A student,"$50,000 to $59,999",High school graduate - high school diploma or the equivalent (for example: GED),Christian,NA,Yes,Independent,NA,Hispanic or Latino,and 6,Never married,Heterosexual or straight,NA,206.044,206.044,230.076,1,5,2,6,6,4,6,6,5,N/A,7,2,8,4,3,6,1,5,7,9,5,5,2,5,5,7,7,7,7,6,7,6,5,5,4,4,6,2,4,5,6,6,5,4,6,5,6,4,5,10,9,9,7,7,0.1,100,24,999,5,4,1,2,3,3,3,4,50,50,50,1,8.181,8.181,9.277,1,3,6.136,6.136,7.965,1,3,3.166,3.166,4.906,1,3,11.221,11.221,12.419,1,4,5.124,5.124,5.932,1,4,4.011,4.011,5.894,1,2,8.832,8.832,9.8,1,4,8.164,8.164,10.844,1,1,32.047,32.047,34.114,1,3,5.53,5.53,6.696,1,4,13.643,13.643,15.294,1,3,54.352,54.352,55.817,1,1,6.751,6.751,7.799,1,3,6.475,6.475,7.72,1,1,3.943,3.943,5.281,1,2,12.717,12.717,13.932,1,4,3.729,3.729,4.761,1,3,4.083,4.083,5,1,3,4.82,4.82,9.471,1,3,3.657,3.657,4.904,1,3,7.416,7.416,8.852,1,2,6.179,8.246,9.334,2,3,5.668,5.668,6.736,1,3,9.609,9.609,10.796,1,0,5.6,8.4,0.289988985,4.866666667,5,0,35,31
174,Raelian Threat,1114,Female,18,A student,"Less than $10,000","Some college credit, but less than 1 year",Catholic,NA,Yes,Democrat,NA,White,NA,Never married,Heterosexual or straight,NA,202.227,202.227,203.346,1,4,2,4,4,4,3,5,4,N/A,7,3,8,4,6,5,7,1,2,9,1,1,2,1,2,1,7,2,2,2,1,2,2,5,4,5,2,3,5,4,4,6,3,3,4,4,4,5,5,6,6,6,4,5,$0.05,1 hour 40 min,24,999,2,2,2,2,4,3,3,4,50,50,50,2,2.685,2.685,3.663,1,3,6.963,6.963,7.643,1,3,3.009,3.009,5.233,1,3,3.318,4.022,5.862,2,2,4.248,4.248,4.96,1,3,3.173,3.173,4.31,1,1,8.848,8.848,17.348,1,1,7.963,7.963,11.862,1,1,5.627,5.627,12.679,1,2,3.899,3.899,6.432,1,1,7.278,7.278,8.267,1,2,8.142,8.142,9.198,1,3,4.92,4.92,6.706,1,3,6.962,6.962,8.394,1,2,5.526,5.526,6.98,1,2,3.364,6.739,8.052,3,2,2.707,2.707,9.604,1,3,3.6,3.6,4.42,1,2,9.858,9.858,13.765,1,2,2.002,2.002,2.876,1,2,5.039,11.334,12.133,2,3,4.374,4.374,5.216,1,3,4.661,4.661,5.442,1,2,6.412,6.412,7.143,1,1,1.5,5.4,0.079568327,3.8,3.75,1,24,29
175,Non-religious Threat,1264,Female,19,A student,"$100,000 to $149,999","1 or more years of college, no degree",Christian,NA,No,Independent,NA,White,NA,Never married,Heterosexual or straight,NA,115.084,200.257,201.724,4,2,1,4,3,5,2,4,5,N/A,7,6,8,4,5,2,7,1,3,9,2,1,2,2,5,2,7,2,3,2,3,3,5,4,3,2,4,5,5,5,4,6,4,4,3,4,5,2,4,7,9,8,4,8,$0.10,100 minutes,36,999,1,4,1,1,3,3,3,4,50,25,75,1,4.14,4.14,5.913,1,1,7.085,8.172,9.804,3,1,2.984,2.984,3.969,1,2,8.896,9.806,11.578,2,1,6.593,7.533,8.827,2,2,5.983,7.486,8.761,2,1,4.8,7.027,9.886,4,2,13.356,13.356,18.333,1,1,5.07,5.07,5.959,1,1,7.184,7.184,8.508,1,1,4.466,4.952,6.257,2,1,5.461,5.461,6.548,1,3,9.833,9.833,10.545,1,4,4.001,7.548,8.092,6,3,4.88,6.398,7.424,2,3,6.762,7.514,8.157,2,2,4.384,6.097,7.182,2,3,4.774,4.774,5.691,1,3,7.734,7.734,8.712,1,3,8.972,8.972,10.585,1,2,9.148,11.245,11.939,2,1,4.538,4.538,5.615,1,3,8.864,11.646,12.398,3,3,6.664,6.664,7.503,1,0,2.5,7.2,-0.032605402,3.866666667,3.25,0,15,33
176,Raelian Threat,1248,Female,20,Employed for wages,"$10,000 to $19,999","1 or more years of college, no degree",Christian,NA,Yes,Republican,NA,Black or African American,"and 4,7",Never married,Heterosexual or straight,NA,185.567,185.567,187.201,1,5,4,6,6,5,6,6,6,N/a,7,5,6,2,8,7,1,3,4,9,1,5,2,5,1,1,7,2,5,2,1,6,3,6,6,5,4,1,5,6,5,6,5,5,6,5,6,1,6,10,11,10,10,10,$0.10,100,24,999,1,5,3,2,4,1,2,4,65,65,80,2,6.16,6.16,8.908,1,1,17.059,17.059,18.284,1,2,14.056,14.056,15.263,1,1,16.868,18.64,19.589,2,1,3.009,3.009,4.027,1,3,21.601,21.601,23.323,1,2,23.993,25.18,25.644,2,2,8.607,8.607,10.012,1,3,11.896,15.338,19.293,2,2,4.457,8.1,10.362,2,2,6.065,9.746,10.391,4,2,6.345,9.433,10.083,2,3,2.7,2.7,3.749,1,4,5.719,5.719,7.766,1,3,5.351,8.371,9.39,3,4,4.635,6.723,7.245,3,3,3.58,3.58,4.538,1,4,2.528,3.541,4.169,2,2,12.595,12.595,13.673,1,3,3.903,5.002,8.028,2,1,9.902,17.377,20.166,2,2,10.245,11.73,14.028,2,4,4.099,6.109,7.412,4,4,9.882,9.882,10.684,1,1,3.1,10.2,0.353568557,5.133333333,5.5,0,23,37
177,Religious Threat,1372,Female,18,Out of work and looking for work,"$30,000 to $39,999","Some college credit, but less than 1 year",Other,NA,No,Republican,NA,White,NA,Never married,Heterosexual or straight,NA,24.614,317.438,317.79,4,3,3,6,6,6,2,4,4,N/A,7,8,6,1,2,5,7,3,4,9,2,5,2,2,2,2,7,2,2,2,5,2,1,4,5,4,4,6,5,6,4,6,4,5,6,6,6,3,6,10,7,7,8,9,$0.05,100 minutes,24,999,4,4,1,2,4,3,4,4,77,61,60,1,6.7,6.7,8.004,1,3,9.178,9.178,10.026,1,2,3.661,3.661,6.355,1,3,9.446,9.446,10.692,1,1,4.793,4.793,5.662,1,3,8.288,8.288,9.386,1,1,6.775,6.775,10.444,1,1,3.183,4.53,7.05,2,1,12.824,12.824,14.059,1,2,7.288,20.56,21.786,5,1,9.855,9.855,11.22,1,2,6.922,8.802,9.482,2,3,6.267,6.267,7.205,1,2,8.181,8.863,9.178,2,3,8.375,11.205,12.094,2,2,6.41,6.41,7.694,1,3,8.264,8.264,10.025,1,4,9.192,9.192,9.794,1,3,10.612,10.612,12.073,1,3,5.546,6.07,7.127,2,1,3.536,3.536,6.783,1,2,9.472,9.472,11.022,1,3,6.733,6.733,7.376,1,2,5.162,12.08,12.732,2,0,2.5,8.2,0.554627224,4.933333333,4.25,1,21,31
178,Religious Threat,1226,Female,18,A student,"$50,000 to $59,999",High school graduate - high school diploma or the equivalent (for example: GED),Catholic,NA,No,Democrat,NA,White,NA,Never married,Heterosexual or straight,NA,18.449,220.228,222.576,2,5,5,2,2,2,2,6,6,N/A,7,4,1,5,6,8,7,2,3,9,1,1,1,2,1,1,7,1,1,1,1,2,7,6,4,5,1,3,6,4,6,6,1,6,4,6,4,1,6,4,11,8,6,8,0.1,100,24,999,3,2,2,2,5,3,2,3,50,20,50,2,5.404,5.404,6.629,1,1,2.767,2.767,5.646,1,2,2.903,2.903,3.831,1,2,11.713,11.713,12.807,1,3,4.773,5.813,6.66,2,4,4.442,5.482,6.537,2,1,4.809,4.809,6.202,1,1,8.571,8.571,9.778,1,1,4.427,4.427,5.97,1,4,7.515,10.512,11.322,4,1,5.255,5.255,6.193,1,2,5.251,5.251,6.673,1,3,4.233,4.549,5.21,2,1,4.526,4.526,5.345,1,2,5.05,5.05,5.887,1,3,3.419,3.419,4.377,1,1,4.031,4.031,5.148,1,3,4.719,5.591,6.419,2,2,4.493,6.057,7.896,2,3,4.957,9.093,10.201,5,3,7.093,7.093,8.112,1,2,6.361,6.361,7.715,1,4,5.034,7.073,8.031,4,2,5.624,7.03,8.165,2,1,1.8,7.4,-0.062112254,4.066666667,3.75,0,24,29
179,Non-religious Threat,1573,Male,18,Out of work and looking for work,"$70,000 to $79,999","Some college credit, but less than 1 year",Catholic,NA,Yes,Republican,NA,White,NA,Never married,Heterosexual or straight,NA,5.284,279.912,297.37,3,3,2,5,5,4,1,4,3,n/a,7,4,7,1,2,5,8,3,6,9,1,2,2,1,1,1,7,2,1,1,1,1,2,5,3,4,5,4,6,4,4,6,5,4,3,5,4,4,6,7,4,3,1,2,0.1,20,24,999,3,3,3,4,4,3,3,4,75,75,75,1,4.472,4.472,5.815,1,1,4.272,4.272,5.219,1,1,4.984,11.229,12.436,3,1,8.11,12.573,13.66,3,2,4.977,4.977,5.974,1,3,12.991,12.991,13.958,1,1,9.453,9.453,10.581,1,2,14.432,15.422,16.539,2,1,8.379,9.131,12.189,2,3,2.719,4.589,5.526,4,1,10.169,10.169,15.404,1,1,5.733,5.733,7.453,1,3,5.974,6.512,7.3,2,2,5.768,6.768,7.131,2,3,3.801,4.177,5.174,2,2,13.142,13.142,14.595,1,3,23.084,23.084,26.853,1,3,3.705,7.971,8.996,2,2,8.361,9.598,11.557,2,2,4.345,6.667,10.338,4,2,5.991,5.991,6.989,1,2,5.4,6.053,8.102,2,2,8.408,8.408,10.139,1,3,7.922,8.228,14.649,2,0,1.4,3.4,0.773128431,4.266666667,3.375,0,18,29
180,Raelian Threat,1443,Female,18,Employed for wages,"$70,000 to $79,999","1 or more years of college, no degree",Catholic,NA,Yes,Democrat,NA,White,NA,Never married,Heterosexual or straight,NA,15.894,239.653,240.767,10,4,4,3,4,3,2,5,5,N/A,7,8,5,4,6,3,7,1,2,9,2,1,2,2,2,1,7,2,2,2,1,2,2,4,4,4,3,3,4,4,4,6,4,2,3,5,6,2,4,9,8,7,6,7,10 cents,100 minutes,24 days,999,5,3,1,2,2,4,3,3,28,26,26,1,5.001,5.001,6.015,1,2,9.369,9.369,10.307,1,1,4.624,4.624,7.146,1,1,17.537,17.91,19.09,2,1,6.817,6.817,9.628,1,3,6.422,6.769,7.4,2,2,6.043,6.043,7.172,1,1,16.325,16.325,17.214,1,2,20.082,20.082,21.061,1,3,13.132,13.132,13.792,1,1,7.068,7.068,7.989,1,1,3.996,3.996,4.926,1,3,24.384,24.384,31.464,1,2,6.621,6.621,7.818,1,2,5.071,5.071,5.929,1,2,6.294,6.294,7.133,1,2,12.922,12.922,14.071,1,2,15.389,15.389,16.229,1,3,7.866,7.866,8.645,1,3,5.434,5.434,8.244,1,2,13.65,13.65,14.392,1,2,12.735,12.735,13.577,1,2,18.45,18.45,19.32,1,2,16.129,16.129,16.94,1,1,1.7,7.4,-0.105542652,3.666666667,3.75,0,19,27
181,Non-religious Threat,1414,Female,19,A student,"$10,000 to $19,999","Some college credit, but less than 1 year",Christian,NA,Yes,Democrat,NA,White,NA,Never married,Heterosexual or straight,NA,231.427,231.427,232.671,1,5,4,2,2,1,1,5,5,N/A,7,2,4,5,6,7,8,1,3,9,4,1,5,2,7,2,7,5,2,3,2,2,2,5,5,6,5,1,4,6,6,6,4,2,4,6,6,1,4,10,8,10,6,9,10 cents,100 minutes,24,999,1,4,1,2,3,1,3,2,35,25,40,1,6.51,7.599,8.437,2,3,10.521,10.521,11.391,1,2,5.986,5.986,7.526,1,1,7.868,7.868,9.51,1,3,10.81,10.81,11.471,1,2,12.256,12.256,13.009,1,1,5.705,5.705,6.872,1,2,17.994,18.776,19.458,3,2,8.604,8.604,9.284,1,2,7.304,7.304,8.687,1,1,13.159,16.732,18.284,2,1,4.933,4.933,6.456,1,2,5.804,5.804,7.11,1,2,8.068,9.028,9.73,2,1,5.699,5.699,6.973,1,3,6.731,6.731,7.5,1,3,13.705,14.151,14.486,2,3,6.046,6.046,7.084,1,3,6.9,6.9,7.769,1,4,6.409,6.409,6.914,1,4,5.895,5.895,6.86,1,3,17.368,17.368,18.407,1,4,10.133,10.133,11.038,1,1,20.445,20.445,26.346,1,1,2.7,8.6,-0.474396969,4.666666667,3.125,0,21,33
